,region_residencia,residencia_hace_dos_anos,V1,V2,V3
0,6,2,0.429944694521,0.317661878185,0.252393427293
1,4,3,0.301319168242,0.370810170501,0.327870661256
2,4,1,0.100431097006,0.287761341857,0.611807561137
3,3,1,0.0739697292862,0.234168331887,0.691861938827
4,1,2,0.229439337794,0.446964433271,0.323596228935
5,1,2,0.188116481649,0.455468571798,0.356414946553
6,1,4,0.29589749327,0.385492288861,0.318610217869
7,4,1,0.148827322576,0.353586017624,0.4975866598
8,1,4,0.0739697285634,0.234168328352,0.691861943085
9,3,5,0.0739697282409,0.234168326543,0.691861945216
10,2,6,0.323514890672,0.336716494885,0.339768614443
11,1,3,0.0746193968243,0.230478727914,0.694901875262
12,3,1,0.0739697278556,0.234168324684,0.691861947461
13,1,3,0.148827323174,0.353586022069,0.497586654757
14,3,4,0.188116482121,0.455468567616,0.356414950264
15,1,5,0.251922441662,0.425864643032,0.322212915306
16,5,1,0.0739697271749,0.234168321478,0.691861951348
17,5,4,0.706437207627,0.172075376921,0.121487415452
18,1,2,0.374013724127,0.327371579511,0.298614696362
19,1,4,0.148827323337,0.353586026449,0.497586650214
20,1,4,0.0746193972937,0.230478731304,0.694901871403
21,1,6,0.246525548039,0.428516185026,0.324958266935
22,3,4,0.759377205458,0.141204741954,0.0994180525879
23,1,6,0.0746193975508,0.230478732538,0.694901869911
24,1,2,0.212835032408,0.461929496934,0.325235470659
25,1,6,0.759377204948,0.141204742314,0.0994180527386
26,1,5,0.163230622744,0.409719780281,0.427049596975
27,5,2,0.39275783755,0.362368419173,0.244873743277
28,6,1,0.148827323238,0.35358603189,0.497586644872
29,6,5,0.0739697261069,0.234168318145,0.691861955748
30,5,3,0.34166760939,0.330690964087,0.327641426523
31,2,1,0.706437206416,0.172075378179,0.121487415405
32,5,4,0.148827323474,0.353586035111,0.497586641415
33,3,1,0.335300039781,0.362301452043,0.302398508177
34,1,6,0.429944696719,0.31766187234,0.252393430941
35,6,1,0.212835033454,0.461929493066,0.32523547348
36,6,1,0.751818099672,0.144127472568,0.10405442776
37,1,5,0.251922441252,0.425864645302,0.322212913446
38,3,1,0.323514891011,0.336716490152,0.339768618837
39,2,1,0.759377203973,0.141204743122,0.0994180529053
40,4,1,0.0746193981831,0.230478738158,0.694901863659
41,1,4,0.684431809963,0.181968079337,0.133600110699
42,6,1,0.236224912589,0.363817829717,0.399957257694
43,6,2,0.428008815755,0.345248908239,0.226742276006
44,1,2,0.30831925334,0.367259810501,0.324420936159
45,6,2,0.229439335632,0.446964444278,0.323596220089
46,1,5,0.70643720507,0.172075379214,0.121487415716
47,2,1,0.319622793386,0.362790612039,0.317586594576
48,1,3,0.751818100985,0.144127471449,0.104054427566
49,5,2,0.429944697928,0.317661870397,0.252393431675
50,5,6,0.684431811455,0.181968078046,0.1336001105
51,3,1,0.0739697253964,0.234168313744,0.691861960859
52,1,6,0.229236764402,0.439495152717,0.331268082881
53,1,4,0.125879937922,0.328166112369,0.545953949709
54,5,6,0.706437204442,0.17207537971,0.121487415848
55,4,1,0.767131287502,0.135013310238,0.09785540226
56,5,1,0.165534200447,0.411999153463,0.42246664609
57,1,6,0.751818101984,0.144127470608,0.104054427408
58,2,5,0.194944737885,0.455958027081,0.349097235034
59,1,4,0.0746193986699,0.230478741253,0.694901860077
60,3,1,0.0739697247762,0.234168311908,0.691861963316
61,6,1,0.450680030635,0.308051725912,0.241268243453
62,1,6,0.429944698996,0.317661868598,0.252393432406
63,1,6,0.374013721922,0.327371584934,0.298614693144
64,1,2,0.360403093269,0.328158243617,0.311438663114
65,2,1,0.125879938185,0.32816611714,0.545953944675
